Churchill,"1,033,219","1,064,045 1,089,140","1,091,509",11,,3.0 2.4 0.2 7
Clark,"102,294,995","107,952,490 112,479,170","100,851,947",1,,5.5 4.2 -10.3 17
Douglas,"2,265,430","2,372,877 2,392,556","2,345,207",5,,4.7 0.8 -2.0 13
Elko,"2,567,182","2,611,385 2,658,854","2,571,275",4,,1.7 1.8 -3.3 15
Esmeralda,"60,345","43,905 40,443","37,912",17,-27.2,-7.9 -6.3 16
Eureka,"1,735,370","1,442,568 1,508,698","1,563,280",8,-16.9,4.6 3.6 4
Humboldt,"1,285,808","1,222,121 1,310,253","1,308,378",10,,-5.0 7.2 -0.1 8
Lander,"934,987","818,976 900,608","887,152",12,-12.4,10.0 -1.5 12
Lincoln,"142,232","141,840 151,868","152,597",16,,-0.3 7.1 0.5 6
Lyon,"1,425,628","1,504,454 1,554,508","1,550,248",9,,5.5 3.3 -0.3 9
Mineral,"182,448","188,828 205,798","209,392",15,,3.5 9.0 1.7 5
Nye,"1,652,636","1,694,148 1,745,117","1,733,152",7,,2.5 3.0 -0.7 10
Pershing,"336,256","301,651 312,960","366,824",14,-10.3,3.7 17.2 3
Storey,"1,368,647","1,587,683 1,722,686","2,103,083",6,16.0,8.5 22.1 1
Washoe,"24,534,585","23,774,123 24,576,886","24,339,565",2,,-3.1 3.4 -1.0 11
White Pine,"725,055","618,954 650,330","771,853",13,-14.6,5.1 18.7 2
Carson City,"3,103,391","3,223,875 3,384,312","3,294,557",3,,3.9 5.0 -2.7 14
New Hampshire,"74,107,318","75,534,567 77,126,518","75,543,120",--,,1.9 2.1 -2.1 --
Belknap,"2,603,090","2,649,173 2,605,173","2,494,277",7,,1.8 -1.7 -4.3 10
Carroll,"2,024,135","2,028,833 1,997,148","1,957,889",8,,0.2 -1.6 -2.0 4
Cheshire,"3,456,089","3,440,427 3,498,185","3,422,121",6,,-0.5 1.7 -2.2 5
Coos,"1,161,356","1,127,859 1,130,355","1,119,293",10,,-2.9 0.2 -1.0 3
Grafton,"5,998,451","6,114,443 6,232,922","6,048,342",4,,1.9 1.9 -3.0 6
Hillsborough,"23,943,316","24,742,059 25,201,608","25,171,675",1,,3.3 1.9 -0.1 2
Merrimack,"8,829,126","8,984,361 9,078,358","8,755,611",3,,1.8 1.0 -3.6 8
Rockingham,"19,212,443","19,551,026 20,404,551","19,795,363",2,,1.8 4.4 -3.0 7
Strafford,"5,389,611","5,450,969 5,528,962","5,331,563",5,,1.1 1.4 -3.6 9
Sullivan,"1,493,817","1,456,239 1,466,502","1,469,943",9,,-2.5 0.7 0.2 1
New Jersey,"537,045,071","550,064,519 561,842,799","535,794,851",--,,2.4 2.1 -4.6 --
Atlantic,"12,136,010","12,127,107 12,472,343","11,074,523",15,,-0.1 2.8 -11.2 21
Bergen,"69,008,674","70,625,996 72,096,353","67,864,279",1,,2.3 2.1 -5.9 16
Burlington,"25,597,146","25,732,157 26,177,916","25,636,520",10,,0.5 1.7 -2.1 3
Camden,"22,264,875","22,588,362 23,035,400","21,771,587",11,,1.5 2.0 -5.5 14
Cape May,"4,912,656","4,932,455 4,993,336","4,681,281",19,,0.4 1.2 -6.2 18
Cumberland,"5,722,871","5,929,351 5,877,225","5,691,671",17,,3.6 -0.9 -3.2 7
Essex,"48,015,834","49,249,129 50,444,200","45,044,476",4,,2.6 2.4 -10.7 20
Gloucester,"13,231,142","14,298,504 14,879,439","14,333,814",14,,8.1 4.1 -3.7 8
Hudson,"40,431,879","42,197,908 42,872,666","41,215,221",5,,4.4 1.6 -3.9 9
Hunterdon,"7,132,792","7,018,369 7,115,090","6,705,487",16,,-1.6 1.4 -5.8 15
Mercer,"29,152,059","29,922,293 33,378,088","32,863,884",8,,2.6 11.5 -1.5 2
Middlesex,"55,710,940","57,021,150 57,406,650","54,942,220",2,,2.4 0.7 -4.3 10
Monmouth,"32,071,933","33,088,911 33,433,421","31,956,491",9,,3.2 1.0 -4.4 11
Morris,"48,297,666","49,540,770 50,101,633","48,668,672",3,,2.6 1.1 -2.9 5
Ocean,"19,922,524","19,546,553 19,992,788","19,049,972",13,,-1.9 2.3 -4.7 13
Passaic,"19,660,015","20,206,074 20,416,500","19,460,138",12,,2.8 1.0 -4.7 12
Salem,"4,749,135","4,641,912 4,683,214","5,107,834",18,,-2.3 0.9 9.1 1
Somerset,"36,340,186","37,853,481 38,449,526","37,411,453",6,,4.2 1.6 -2.7 4
Sussex,"4,712,369","4,703,001 4,681,076","4,388,918",20,,-0.2 -0.5 -6.2 17
Union,"34,128,231","35,107,251 35,555,291","34,451,422",7,,2.9 1.3 -3.1 6
Warren,"3,857,165","3,799,230 3,833,292","3,577,374",21,,-1.5 0.9 -6.7 19
New Mexico,"89,032,024","90,999,424 94,872,250","92,696,527",--,,2.2 4.3 -2.3 --
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019 2020,,2020,2018,2019 2020 2020
Bernalillo,"32,907,937","33,583,036 34,414,788 33,309,315",,1,,2.1 2.5 -3.2 24
Catron,"79,976","83,862 76,517 84,375",,33,,4.9 -8.8 10.3 2
Chaves,"1,952,384","1,986,724 2,014,179 1,928,680",,12,,1.8 1.4 -4.2 28
Cibola,"586,899","575,489 568,520 581,083",,20,,-1.9 -1.2 2.2 10
Colfax,"435,511","427,114 433,164 415,371",,23,,-1.9 1.4 -4.1 26
Curry,"2,877,817","2,779,512 2,835,595 2,808,826",,8,,-3.4 2.0 -0.9 15
De Baca,"79,526","82,442 83,763 84,576",,32,,3.7 1.6 1.0 13
Doña Ana,"6,609,265","6,738,913 6,891,476 6,542,935",,4,,2.0 2.3 -5.1 29
Eddy,"6,603,294","7,043,456 8,505,572 8,894,856",,2,,6.7 20.8 4.6 4
Grant,"1,165,029","1,121,451 1,107,681 945,057",,15,,-3.7 -1.2 -14.7 33
Guadalupe,"125,713","134,093 137,334 129,285",,29,,6.7 2.4 -5.9 31
Harding,"87,860","73,644 71,826 97,377",,31,-16.2,-2.5 35.6 1
Hidalgo,"175,182","188,624 197,853 191,113",,28,,7.7 4.9 -3.4 25
Lea,"5,488,723","6,267,122 7,336,810 7,645,460",,3,14.2,17.1 4.2 6
Lincoln,"562,010","584,787 585,479 573,615",,21,,4.1 0.1 -2.0 21
Los Alamos,"2,068,532","2,110,152 2,115,114 2,197,163",,11,,2.0 0.2 3.9 7
Luna,"722,184","748,123 762,185 772,914",,17,,3.6 1.9 1.4 11
McKinley,"2,144,647","2,240,028 2,489,500 2,421,932",,10,,4.4 11.1 -2.7 23
Mora,"90,792","103,869 101,559 100,567",,30,14.4,-2.2 -1.0 16
Otero,"2,437,041","2,477,491 2,466,641 2,439,276",,9,,1.7 -0.4 -1.1 17
Quay,"257,059","262,629 269,155 267,058",,26,,2.2 2.5 -0.8 14
Rio Arriba,"1,231,712","1,208,160 1,222,481 1,268,970",,14,,-1.9 1.2 3.8 8
Roosevelt,"646,727","640,144 663,612 652,064",,18,,-1.0 3.7 -1.7 20
Sandoval,"3,318,583","3,322,691 3,654,936 3,611,004",,7,,0.1 10.0 -1.2 18
San Juan,"5,934,303","5,582,397 5,687,349 5,448,032",,6,,-5.9 1.9 -4.2 27
San Miguel,"582,216","600,292 600,609 590,737",,19,,3.1 0.1 -1.6 19
Santa Fe,"6,127,165","6,251,668 6,233,797 5,688,611",,5,,2.0 -0.3 -8.7 32
Sierra,"258,461","262,627 267,872 279,366",,25,,1.6 2.0 4.3 5
Socorro,"452,168","452,359 457,821 446,118",,22,,0.0 1.2 -2.6 22
Taos,"885,023","911,513 904,267 853,375",,16,,3.0 -0.8 -5.6 30
Torrance,"347,528","370,736 372,965 386,726",,24,,6.7 0.6 3.7 9
Union,"233,819","221,547 211,814 226,342",,27,,-5.2 -4.4 6.9 3
Valencia,"1,350,932","1,449,010 1,412,021 1,428,336",,13,,7.3 -2.6 1.2 12
New York,"1,419,583,553","1,457,995,753 1,494,736,441 1,420,141,014",,--,,2.7 2.5 -5.0 --
Albany,"28,218,982","28,365,207 29,185,491 28,190,849",,10,,0.5 2.9 -3.4 11
Allegany,"1,331,207","1,317,021 1,400,168 1,301,582",,56,,-1.1 6.3 -7.0 49
Bronx,"34,993,690","37,841,726 39,295,797 36,937,647",,9,,8.1 3.8 -6.0 42
Broome,"8,231,915","8,306,171 8,392,724 7,953,015",,20,,0.9 1.0 -5.2 31
Cattaraugus,"2,695,702","2,639,142 2,668,599 2,473,111",,37,,-2.1 1.1 -7.3 52
Cayuga,"2,630,440","2,645,587 2,697,108 2,580,734",,36,,0.6 1.9 -4.3 24
Chautauqua,"4,475,436","4,491,848 4,486,713 4,173,802",,28,,0.4 -0.1 -7.0 48
Chemung,"3,443,777","3,493,273 3,483,421 3,320,864",,33,,1.4 -0.3 -4.7 28
Chenango,"2,179,200","2,140,382 2,136,795 2,034,011",,41,,-1.8 -0.2 -4.8 30
Clinton,"3,503,855","3,447,915 3,416,812 3,157,655",,34,,-1.6 -0.9 -7.6 54
Columbia,"2,231,448","2,168,967 2,185,540 2,018,826",,42,,-2.8 0.8 -7.6 55
Cortland,"1,712,029","1,663,120 1,656,553 1,617,350",,53,,-2.9 -0.4 -2.4 7
Delaware,"1,883,807","1,823,312 1,960,475 1,843,205",,45,,-3.2 7.5 -6.0 41
Dutchess,"12,713,338","12,900,475 13,171,269 12,768,270",,15,,1.5 2.1 -3.1 10
Erie,"50,406,869","51,092,971 52,088,534 50,005,858",,7,,1.4 1.9 -4.0 16
Essex,"1,474,094","1,491,418 1,503,248 1,390,006",,54,,1.2 0.8 -7.5 53
Franklin,"1,787,590","1,774,857 1,806,074 1,675,913",,48,,-0.7 1.8 -7.2 51
Fulton,"1,765,787","1,738,671 1,776,446 1,667,472",,51,,-1.5 2.2 -6.1 44
Genesee,"2,246,775","2,366,290 2,321,860 2,221,676",,39,,5.3 -1.9 -4.3 25
Greene,"2,265,837","2,201,254 2,107,973 1,923,862",,44,,-2.9 -4.2 -8.7 59
Hamilton,"209,991","210,816 205,326 188,821",,62,,0.4 -2.6 -8.0 58
Herkimer,"1,628,172","1,654,726 1,751,388 1,641,186",,52,,1.6 5.8 -6.3 45
Jefferson,"5,828,381","5,789,853 5,730,170 5,582,717",,25,,-0.7 -1.0 -2.6 9
Kings,"79,912,824","87,378,679 90,988,296 86,150,658",,2,,9.3 4.1 -5.3 35
Lewis,"1,000,190","998,856 1,019,096 965,504",,58,,-0.1 2.0 -5.3 32
Livingston,"2,029,545","2,096,583 2,102,555 1,933,895",,43,,3.3 0.3 -8.0 57
Madison,"2,171,622","2,213,157 2,170,043 2,071,689",,40,,1.9 -1.9 -4.5 27
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Monroe,"41,718,577","42,054,854 43,231,272","41,575,906",8,,0.8 2.8 -3.8 14
Montgomery,"1,758,944","1,759,671 1,780,946","1,671,872",49,,0.0 1.2 -6.1 43
Nassau,"88,276,860","88,446,549 88,745,497","83,039,972",4,,0.2 0.3 -6.4 46
New York,"603,858,779","620,207,899 639,038,317","610,386,229",1,,2.7 3.0 -4.5 26
Niagara,"8,729,054","8,719,553 8,999,276","8,622,002",18,,-0.1 3.2 -4.2 20
Oneida,"9,748,627","9,932,038 10,243,087","9,816,536",17,,1.9 3.1 -4.2 18
Onondaga,"27,733,668","28,071,947 28,601,221","27,455,876",11,,1.2 1.9 -4.0 17
Ontario,"5,545,674","5,662,866 5,828,178","5,612,777",24,,2.1 2.9 -3.7 12
Orange,"16,191,630","16,718,226 17,682,023","17,242,096",12,,3.3 5.8 -2.5 8
Orleans,"1,222,477","1,235,711 1,227,794","1,262,065",57,,1.1 -0.6 2.8 1
Oswego,"6,229,936","6,093,086 6,237,145","6,224,929",23,,-2.2 2.4 -0.2 4
Otsego,"2,386,977","2,469,589 2,484,903","2,315,687",38,,3.5 0.6 -6.8 47
Putnam,"3,431,137","3,525,207 3,538,471","3,352,365",32,,2.7 0.4 -5.3 33
Queens,"86,083,841","92,332,983 92,693,860","82,327,855",5,,7.3 0.4 -11.2 62
Rensselaer,"7,287,981","6,929,502 7,556,522","7,753,840",21,,-4.9 9.0 2.6 2
Richmond,"13,929,032","14,769,541 14,903,066","14,270,355",14,,6.0 0.9 -4.2 22
Rockland,"15,698,907","15,235,426 15,301,402","14,496,244",13,,-3.0 0.4 -5.3 34
St. Lawrence,"4,476,564","4,343,016 4,387,651","4,293,868",27,,-3.0 1.0 -2.1 6
Saratoga,"10,390,523","10,928,103 11,084,061","10,464,611",16,,5.2 1.4 -5.6 39
Schenectady,"7,710,427","7,666,834 8,474,313","8,020,812",19,,-0.6 10.5 -5.4 37
Schoharie,"1,016,548","1,035,735 1,038,925","926,311",59,,1.9 0.3 -10.8 61
Schuyler,"476,120","486,253 480,816","446,945",61,,2.1 -1.1 -7.0 50
Seneca,"1,391,375","1,389,706 1,485,722","1,345,344",55,,-0.1 6.9 -9.4 60
Steuben,"4,004,181","4,147,657 4,198,766","3,867,146",30,,3.6 1.2 -7.9 56
Suffolk,"87,385,935","87,410,357 88,624,943","84,832,707",3,,0.0 1.4 -4.3 23
Sullivan,"2,640,752","2,785,832 2,833,329","2,675,826",35,,5.5 1.7 -5.6 38
Tioga,"1,677,216","1,781,985 1,850,653","1,772,731",46,,6.2 3.9 -4.2 21
Tompkins,"5,537,043","5,623,003 5,682,740","5,343,175",26,,1.6 1.1 -6.0 40
Ulster,"6,459,198","6,596,617 6,744,721","6,385,779",22,,2.1 2.2 -5.3 36
Warren,"3,958,340","4,019,387 4,198,203","4,022,656",29,,1.5 4.4 -4.2 19
Washington,"1,727,820","1,695,727 1,811,828","1,744,257",47,,-1.9 6.8 -3.7 13
Wayne,"3,665,958","3,658,566 3,745,001","3,568,970",31,,-0.2 2.4 -4.7 29
Westchester,"71,292,206","72,800,462 74,931,074","71,939,326",6,,2.1 2.9 -4.0 15
Wyoming,"1,566,011","1,638,385 1,703,187","1,668,771",50,,4.6 4.0 -2.0 5
Yates,"903,468","888,311 874,959","893,533",60,,-1.7 -1.5 2.1 3
North Carolina,"496,726,481","504,049,542 514,624,898","499,517,501",--,,1.5 2.1 -2.9 --
Alamance,"5,515,318","5,551,297 5,713,732","5,553,022",18,,0.7 2.9 -2.8 42
Alexander,"811,588","775,065 766,362","739,515",73,,-4.5 -1.1 -3.5 51
Alleghany,"295,704","279,738 271,455","277,924",89,,-5.4 -3.0 2.4 5
Anson,"790,908","829,888 749,709","712,650",74,,4.9 -9.7 -4.9 74
Ashe,"713,694","735,353 742,062","710,994",75,,3.0 0.9 -4.2 57
Avery,"556,653","575,608 579,756","554,003",80,,3.4 0.7 -4.4 61
Beaufort,"2,088,831","1,923,558 1,812,295","1,749,596",45,,-7.9 -5.8 -3.5 49
Bertie,"669,312","602,796 641,633","600,344",78,,-9.9 6.4 -6.4 89
Bladen,"1,408,810","1,405,772 1,322,637","1,298,020",62,,-0.2 -5.9 -1.9 30
Brunswick,"4,478,516","4,390,511 4,322,998","4,200,007",22,,-2.0 -1.5 -2.8 43
Buncombe,"12,426,074","13,097,839 13,592,155","12,841,285",7,,5.4 3.8 -5.5 80
Burke,"2,536,698","2,468,171 2,364,233","2,272,384",37,,-2.7 -4.2 -3.9 54
Cabarrus,"7,075,890","6,997,373 7,138,987","6,891,452",15,,-1.1 2.0 -3.5 50
Caldwell,"2,255,895","2,232,030 2,189,630","2,148,490",39,,-1.1 -1.9 -1.9 31
Camden,"145,209","137,006 142,650","150,961",98,,-5.6 4.1 5.8 1
Carteret,"2,255,038","2,211,798 2,341,621","2,207,819",38,,-1.9 5.9 -5.7 83
Caswell,"349,506","330,437 326,780","320,763",88,,-5.5 -1.1 -1.8 28
Catawba,"8,297,963","8,233,884 8,205,518","7,814,440",11,,-0.8 -0.3 -4.8 73
Chatham,"1,563,126","1,605,131 1,539,945","1,471,489",53,,2.7 -4.1 -4.4 62
Cherokee,"684,447","702,449 742,431","754,277",72,,2.6 5.7 1.6 7
Chowan,"576,120","566,475 584,131","546,595",81,,-1.7 3.1 -6.4 88
Clay,"210,496","218,279 234,162","231,176",93,,3.7 7.3 -1.3 21
Cleveland,"3,815,146","3,779,311 3,953,948","3,776,594",25,,-0.9 4.6 -4.5 65
Columbus,"1,370,923","1,296,843 1,356,650","1,352,481",61,,-5.4 4.6 -0.3 14
Craven,"4,362,353","4,300,811 4,478,427","4,392,257",21,,-1.4 4.1 -1.9 32
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Cumberland,"15,362,117","15,437,728 15,830,084","15,599,222",6,,0.5 2.5 -1.5 22
Currituck,"644,172","682,710 708,992","656,211",76,,6.0 3.8 -7.4 95
Dare,"2,025,670","2,052,402 2,151,853","1,976,167",42,,1.3 4.8 -8.2 97
Davidson,"4,360,868","4,282,134 4,367,530","4,163,009",24,,-1.8 2.0 -4.7 71
Davie,"1,308,785","1,278,920 1,294,265","1,273,892",63,,-2.3 1.2 -1.6 24
Duplin,"2,108,590","2,022,718 1,980,410","1,868,773",44,,-4.1 -2.1 -5.6 81
Durham,"29,260,120","31,003,619 32,874,240","33,605,902",3,,6.0 6.0 2.2 6
Edgecombe,"1,529,903","1,512,376 1,496,159","1,432,891",54,,-1.1 -1.1 -4.2 59
Forsyth,"23,584,818","23,191,246 23,734,226","21,051,877",5,,-1.7 2.3 -11.3 99
Franklin,"1,626,637","1,537,817 1,539,431","1,541,637",52,,-5.5 0.1 0.1 11
Gaston,"6,731,036","6,963,153 6,879,133","6,463,902",16,,3.4 -1.2 -6.0 86
Gates,"179,977","171,420 180,840","188,117",96,,-4.8 5.5 4.0 3
Graham,"197,763","204,513 218,566","208,546",95,,3.4 6.9 -4.6 67
Granville,"3,135,062","3,005,612 2,993,775","2,972,686",31,,-4.1 -0.4 -0.7 18
Greene,"445,694","421,960 424,508","439,090",84,,-5.3 0.6 3.4 4
Guilford,"30,769,456","30,766,069 30,726,779","29,444,965",4,,0.0 -0.1 -4.2 56
Halifax,"1,321,790","1,320,703 1,328,783","1,258,487",64,,-0.1 0.6 -5.3 77
Harnett,"2,312,713","2,354,139 2,380,255","2,302,009",36,,1.8 1.1 -3.3 44
Haywood,"1,642,463","1,664,255 1,746,858","1,698,857",47,,1.3 5.0 -2.7 39
Henderson,"3,619,282","3,610,928 3,687,892","3,519,817",28,,-0.2 2.1 -4.6 66
Hertford,"732,904","721,612 767,056","771,618",71,,-1.5 6.3 0.6 10
Hoke,"915,347","981,149 1,017,106","1,061,625",66,,7.2 3.7 4.4 2
Hyde,"152,925","151,517 151,288","140,693",99,,-0.9 -0.2 -7.0 91
Iredell,"7,884,911","8,106,773 8,507,630","8,500,010",9,,2.8 4.9 -0.1 13
Jackson,"1,333,016","1,340,793 1,428,428","1,404,411",58,,0.6 6.5 -1.7 26
Johnston,"6,408,430","6,435,128 6,492,109","6,448,345",17,,0.4 0.9 -0.7 17
Jones,"205,041","173,113 196,851","171,331",97,-15.6,13.7 -13.0 100
Lee,"2,485,586","2,597,179 2,495,517","2,379,246",35,,4.5 -3.9 -4.7 70
Lenoir,"2,805,148","2,668,491 2,682,043","2,568,977",34,,-4.9 0.5 -4.2 58
Lincoln,"2,528,912","2,517,247 2,680,228","2,616,143",33,,-0.5 6.5 -2.4 35
McDowell,"1,540,765","1,500,035 1,463,997","1,407,608",57,,-2.6 -2.4 -3.9 53
Macon,"1,269,344","1,356,092 1,465,136","1,371,901",59,,6.8 8.0 -6.4 87
Madison,"350,611","368,995 389,549","372,973",87,,5.2 5.6 -4.3 60
Martin,"648,742","622,473 617,361","571,367",79,,-4.0 -0.8 -7.5 96
Mecklenburg,"98,480,577","99,349,989 101,406,435","100,413,497",1,,0.9 2.1 -1.0 19
Mitchell,"497,926","533,806 562,982","502,025",82,,7.2 5.5 -10.8 98
Montgomery,"917,505","867,804 907,145","920,016",69,,-5.4 4.5 1.4 8
Moore,"3,254,155","3,249,104 3,350,362","3,165,643",30,,-0.2 3.1 -5.5 79
Nash,"4,930,368","4,520,064 4,337,905","4,166,769",23,,-8.3 -4.0 -3.9 55
New Hanover,"11,379,905","11,723,073 12,230,503","12,043,682",8,,3.0 4.3 -1.5 23
Northampton,"506,604","495,458 519,395","495,264",83,,-2.2 4.8 -4.6 69
Onslow,"6,966,383","6,959,813 7,051,384","6,906,038",14,,-0.1 1.3 -2.1 33
Orange,"7,671,838","7,953,999 8,063,541","7,797,971",12,,3.7 1.4 -3.3 45
Pamlico,"261,779","255,959 268,507","263,514",92,,-2.2 4.9 -1.9 29
Pasquotank,"1,376,591","1,338,849 1,360,173","1,352,958",60,,-2.7 1.6 -0.5 16
Pender,"1,355,433","1,359,452 1,452,313","1,420,116",55,,0.3 6.8 -2.2 34
Perquimans,"239,977","249,686 265,405","265,298",91,,4.0 6.3 0.0 12
Person,"1,475,998","1,448,959 1,514,436","1,413,551",56,,-1.8 4.5 -6.7 90
Pitt,"8,706,700","8,498,463 8,502,334","8,122,522",10,,-2.4 0.0 -4.5 64
Polk,"459,366","410,023 443,299","432,302",85,-10.7,8.1 -2.5 36
Randolph,"3,846,876","3,848,275 3,844,645","3,673,647",26,,0.0 -0.1 -4.4 63
Richmond,"1,828,294","1,883,746 1,771,720","1,690,358",48,,3.0 -5.9 -4.6 68
Robeson,"3,516,726","3,583,455 3,626,543","3,532,780",27,,1.9 1.2 -2.6 38
Rockingham,"2,757,374","2,758,671 2,744,610","2,650,492",32,,0.0 -0.5 -3.4 47
Rowan,"4,684,078","4,750,497 4,895,441","4,760,637",19,,1.4 3.1 -2.8 40
Rutherford,"1,624,864","1,631,673 1,725,499","1,627,406",50,,0.4 5.8 -5.7 82
Sampson,"2,025,884","1,900,764 1,870,494","1,735,420",46,,-6.2 -1.6 -7.2 93
Scotland,"1,012,387","1,033,843 1,068,590","1,005,448",67,,2.1 3.4 -5.9 85
Stanly,"1,671,965","1,668,141 1,660,407","1,577,003",51,,-0.2 -0.5 -5.0 75
Stokes,"1,090,922","1,005,494 998,232","927,928",68,,-7.8 -0.7 -7.0 92
Surry,"2,239,986","2,279,366 2,265,610","2,134,260",40,,1.8 -0.6 -5.8 84
Swain,"577,809","573,446 621,003","618,762",77,,-0.8 8.3 -0.4 15
"",,Real gross domestic product,,,,Percent change from preceding period
"",,Thousands of chained (2012) dollars,,Rank in state,,Percent change Rank in state
"",2017,2018 2019,2020,2020,2018,2019 2020 2020
Transylvania,"1,316,584","1,516,058 1,633,479","1,649,396",49,15.2,7.7 1.0 9
Tyrrell,"123,318","108,918 111,926","110,153",100,-11.7,2.8 -1.6 25
Union,"6,961,372","7,204,240 7,331,815","7,126,856",13,,3.5 1.8 -2.8 41
Vance,"1,207,239","1,146,266 1,110,123","1,090,141",65,,-5.1 -3.2 -1.8 27
Wake,"70,876,938","75,574,136 78,042,037","75,462,571",2,,6.6 3.3 -3.3 46
Warren,"266,482","273,018 269,164","266,467",90,,2.5 -1.4 -1.0 20
Washington,"229,595","228,924 235,682","229,598",94,,-0.3 3.0 -2.6 37
Watauga,"1,907,385","1,967,145 2,022,173","1,876,058",43,,3.1 2.8 -7.2 94
Wayne,"4,497,953","4,519,737 4,552,427","4,395,751",20,,0.5 0.7 -3.4 48
Wilkes,"2,307,615","2,263,679 2,209,009","2,091,717",41,,-1.9 -2.4 -5.3 78
Wilson,"3,670,949","3,657,803 3,590,706","3,454,090",29,,-0.4 -1.8 -3.8 52
Yadkin,"916,897","853,491 849,811","806,914",70,,-6.9 -0.4 -5.0 76
Yancey,"340,406","391,212 400,618","381,683",86,14.9,2.4 -4.7 72
North Dakota,"54,083,132","55,883,984 56,246,952","54,581,101",--,,3.3 0.6 -3.0 --
Adams,"114,109","114,179 135,922","103,690",49,,0.1 19.0 -23.7 53
Barnes,"541,459","541,608 579,293","568,895",18,,0.0 7.0 -1.8 35
Benson,"227,182","261,236 219,400","241,394",34,15.0,-16.0 10.0 15
Billings,"157,871","145,982 188,672","243,429",33,,-7.5 29.2 29.0 2
Bottineau,"396,596","517,596 435,185","425,585",21,30.5,-15.9 -2.2 37
Bowman,"326,704","268,254 273,651","274,018",26,-17.9,2.0 0.1 32
Burke,"218,727","237,882 243,356","256,602",29,,8.8 2.3 5.4 23
Burleigh,"5,232,899","5,195,937 5,117,387","4,868,918",3,,-0.7 -1.5 -4.9 42
Cass,"11,461,895","11,652,533 11,876,940","11,614,176",1,,1.7 1.9 -2.2 38
Cavalier,"376,983","543,745 352,368","404,270",22,44.2,-35.2 14.7 7
Dickey,"351,837","323,627 376,048","325,238",24,,-8.0 16.2 -13.5 50
Divide,"326,774","246,680 229,168","259,468",28,-24.5,-7.1 13.2 9
Dunn,"1,436,345","1,519,517 1,758,400","2,152,350",9,,5.8 15.7 22.4 4
Eddy,"160,900","164,617 143,370","135,255",45,,2.3 -12.9 -5.7 44
Emmons,"195,485","168,691 160,586","204,843",37,-13.7,-4.8 27.6 3
Foster,"246,153","238,615 215,873","244,224",32,,-3.1 -9.5 13.1 10
Golden Valley,"94,891","83,936 72,750","71,617",51,-11.5,-13.3 -1.6 33
Grand Forks,"3,720,662","3,713,817 3,671,954","3,610,506",5,,-0.2 -1.1 -1.7 34
Grant,"182,570","118,287 102,881","113,990",48,-35.2,-13.0 10.8 14
Griggs,"169,398","163,189 151,116","160,035",41,,-3.7 -7.4 5.9 21
Hettinger,"151,422","83,419 83,072","101,651",50,-44.9,-0.4 22.4 5
Kidder,"148,513","138,481 134,890","144,443",44,,-6.8 -2.6 7.1 18
LaMoure,"216,697","236,893 272,131","250,877",31,,9.3 14.9 -7.8 47
Logan,"193,959","161,458 126,662","123,300",47,-16.8,-21.6 -2.7 39
McHenry,"230,940","291,098 244,930","250,959",30,26.0,-15.9 2.5 28
McIntosh,"169,740","152,271 154,171","156,457",42,-10.3,1.2 1.5 30
McKenzie,"3,758,033","4,176,904 4,795,079","5,072,741",2,11.1,14.8 5.8 22
McLean,"758,870","801,106 746,808","778,328",13,,5.6 -6.8 4.2 26
Mercer,"1,163,929","1,032,406 965,612","947,513",12,-11.3,-6.5 -1.9 36
Morton,"1,433,854","1,365,499 1,404,653","1,418,179",10,,-4.8 2.9 1.0 31
Mountrail,"2,034,873","2,139,571 2,199,936","2,455,864",7,,5.1 2.8 11.6 11
Nelson,"165,555","171,520 147,301","156,400",43,,3.6 -14.1 6.2 20
Oliver,"278,796","257,091 248,906","268,456",27,,-7.8 -3.2 7.9 17
Pembina,"520,892","470,715 438,265","458,157",19,,-9.6 -6.9 4.5 24
Pierce,"206,706","237,373 196,952","205,717",36,14.8,-17.0 4.5 25
Ramsey,"562,523","596,276 539,065","572,447",17,,6.0 -9.6 6.2 19
Ransom,"248,999","242,075 256,787","238,161",35,,-2.8 6.1 -7.3 46
